league,team,team_logo,player_name,player_link,squad_status,team_logo_url,full_name,date_of_birth,place_of_birth,latitude,longitude,height,position_full
Serie A,Bologna,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,Riccardo Orsolini,https://en.wikipedia.org/wiki/Riccardo_Orsolini,First Team,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,,(1997-01-24)24 January 1997(age 27),"Ascoli Piceno, Italy",42.85,13.583,1.83 m (6 ft 0 in)[1],Winger
Serie A,Bologna,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,Remo Freuler,https://en.wikipedia.org/wiki/Remo_Freuler,First Team,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,Remo Marco Freuler[1],(1992-04-15)15 April 1992(age 32)[1],"Ennenda, Switzerland",47.033,9.083,1.81 m (5 ft 11 in)[2],Midfielder
Serie A,Bologna,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,Santiago Castro,"https://en.wikipedia.org/wiki/Santiago_Castro_(footballer,_born_2004)",First Team,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,Santiago Tomás Castro[1],(2004-09-18)18 September 2004(age 19),"San Martín, Buenos Aires, Argentina[1]",-34.567,-58.533,1.82 m (6 ft 0 in)[1],Forward
Serie A,Bologna,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,Jesper Karlsson,https://en.wikipedia.org/wiki/Jesper_Karlsson,First Team,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,Karl Jesper Karlsson,(1998-07-25)25 July 1998(age 26),"Falkenberg, Sweden",56.90528,12.49111,1.79 m (5 ft 10 in)[1],"Attacking midfielder,left winger"
Serie A,Bologna,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,Dan Ndoye,https://en.wikipedia.org/wiki/Dan_Ndoye,First Team,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,Dan Assane Ndoye,(2000-10-25)25 October 2000(age 23),"Nyon, Switzerland",46.383,6.233,1.83 m (6 ft 0 in)[1],"Forward,winger,wingback"
Serie A,Bologna,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,Samuel Iling-Junior,https://en.wikipedia.org/wiki/Samuel_Iling-Junior,First Team,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,Samuel Iling-Junior[1],(2003-10-04)4 October 2003(age 20),"Islington, England",51.544,-0.1027,1.82 m (6 ft 0 in)[2],"Winger,wing-back"
Serie A,Bologna,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,Nicolò Casale,https://en.wikipedia.org/wiki/Nicol%C3%B2_Casale,First Team,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,,(1998-02-14)14 February 1998(age 26),"Negrar, Italy",45.533,10.933,1.91 m (6 ft 3 in),Centre-back
Serie A,Bologna,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,Tommaso Corazza,https://en.wikipedia.org/wiki/Tommaso_Corazza,First Team,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,,(2004-06-29)29 June 2004(age 20),"Bologna, Italy[1]",44.49389,11.34278,1.74 m (5 ft 9 in),Left-back
Serie A,Bologna,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,Oussama El Azzouzi,https://en.wikipedia.org/wiki/Oussama_El_Azzouzi,First Team,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,Oussama El Azzouzi,(2001-05-29)29 May 2001(age 23),"Veenendaal, Netherlands",52.017,5.55,1.89 m (6 ft 2 in),Defensive midfielder
Serie A,Bologna,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,Tommaso Pobega,https://en.wikipedia.org/wiki/Tommaso_Pobega,First Team,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,,(1999-07-15)15 July 1999(age 25),"Trieste, Italy",45.65028,13.77028,1.88 m (6 ft 2 in)[1],Midfielder
Serie A,Bologna,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,Lewis Ferguson,https://en.wikipedia.org/wiki/Lewis_Ferguson,First Team,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,,(1999-08-24)24 August 1999(age 25),"Hamilton, Scotland",55.777,-4.039,5 ft 11 in (1.81 m)[1],Attacking midfielder
Serie A,Bologna,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,Michel Aebischer,https://en.wikipedia.org/wiki/Michel_Aebischer,On Loan,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,Michel Aebischer[1],(1997-01-06)6 January 1997(age 27),"Fribourg, Switzerland",46.8,7.15,1.83 m (6 ft 0 in),Defensive midfielder
Serie A,Bologna,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,Jens Odgaard,https://en.wikipedia.org/wiki/Jens_Odgaard,On Loan,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,,(1999-03-31)31 March 1999(age 25),"Hillerød, Denmark",55.933,12.317,1.88 m (6 ft 2 in),Forward
Serie A,Bologna,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,Charalampos Lykogiannis,https://en.wikipedia.org/wiki/Charalampos_Lykogiannis,On Loan,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,Charalampos Lykogiannis[1],(1993-10-22)22 October 1993(age 30)[2],"Piraeus, Greece",37.943,23.64694,1.90 m (6 ft 3 in),Left-back
Serie A,Bologna,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,Nicola Bagnolini,https://en.wikipedia.org/wiki/Nicola_Bagnolini,On Loan,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,,(2004-03-14)14 March 2004(age 20),"Cesena, Italy",44.13889,12.24444,1.97 m (6 ft 6 in)[1],Goalkeeper
Serie A,Bologna,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,Thijs Dallinga,https://en.wikipedia.org/wiki/Thijs_Dallinga,On Loan,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,,(2000-08-03)3 August 2000(age 24),"Groningen, Netherlands[1]",53.21889,6.5675,1.80 m (5 ft 11 in)[2],Forward
Serie A,Bologna,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,Jhon Lucumí,https://en.wikipedia.org/wiki/Jhon_Lucum%C3%AD,On Loan,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,Jhon Janer Lucumí Bonilla,(1998-06-26)26 June 1998(age 26),"Cali,Colombia",3.42056,-76.52222,1.85 m (6 ft 1 in),Centre-back
Serie A,Bologna,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,Nicolò Cambiaghi,https://en.wikipedia.org/wiki/Nicol%C3%B2_Cambiaghi,On Loan,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,,(2000-12-28)28 December 2000(age 23),"Monza, Italy",45.58361,9.27361,1.80 m (5 ft 11 in),Forward
Serie A,Bologna,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,Lorenzo De Silvestri,https://en.wikipedia.org/wiki/Lorenzo_De_Silvestri,On Loan,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,,(1988-05-23)23 May 1988(age 36),"Rome, Italy",41.89333,12.48278,1.86 m (6 ft 1 in),Right-back
Serie A,Bologna,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,Sam Beukema,https://en.wikipedia.org/wiki/Sam_Beukema,On Loan,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,,(1998-11-17)17 November 1998(age 25),"Deventer, Netherlands",52.25,6.15,1.88 m (6 ft 2 in),Centre-back
Serie A,Bologna,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,Juan Miranda,https://en.wikipedia.org/wiki/Juan_Miranda_(footballer),On Loan,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,Juan Miranda González[1],(2000-01-19)19 January 2000(age 24),"Olivares, Spain",37.417,-6.15,1.85 m (6 ft 1 in),Left-back
Serie A,Bologna,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,Federico Ravaglia,https://en.wikipedia.org/wiki/Federico_Ravaglia,On Loan,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,,(1999-11-11)11 November 1999(age 24),"Bologna, Italy",44.49389,11.34278,1.96 m (6 ft 5 in),Goalkeeper
Serie A,Bologna,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,Niklas Pyyhtiä,https://en.wikipedia.org/wiki/Niklas_Pyyhti%C3%A4,On Loan,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,Niklas Anton Juhana Pyyhtiä,(2003-09-25)25 September 2003(age 20),"Turku,Finland",60.45167,22.26694,1.88 m (6 ft 2 in),Midfielder
Serie A,Bologna,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,Giovanni Fabbian,https://en.wikipedia.org/wiki/Giovanni_Fabbian,On Loan,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,,(2003-01-14)14 January 2003(age 21),"Camposampiero, Italy[1]",45.567,11.933,1.86 m (6 ft 1 in),Midfielder
Serie A,Bologna,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,Kacper Urbański,https://en.wikipedia.org/wiki/Kacper_Urba%C5%84ski,On Loan,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,,(2004-09-07)7 September 2004(age 19),"Gdańsk, Poland",54.3475,18.64528,1.81 m (5 ft 11 in),Attacking midfielder
Serie A,Bologna,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,Benjamín Domínguez,https://en.wikipedia.org/wiki/Benjam%C3%ADn_Dom%C3%ADnguez,On Loan,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,,(2003-09-19)19 September 2003(age 20),"La Plata, Argentina",-34.92111,-57.95444,1.72 m (5 ft 8 in),Winger
Serie A,Bologna,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,Kevin Bonifazi,https://en.wikipedia.org/wiki/Kevin_Bonifazi,On Loan,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,,(1996-05-19)19 May 1996(age 28),"Toffia, Italy",42.2125,12.75333,1.87 m (6 ft 2 in)[1],Centre-back
Serie A,Bologna,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,Joaquín Sosa,https://en.wikipedia.org/wiki/Joaqu%C3%ADn_Sosa,On Loan,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,Enzo Joaquín Sosa Romañuk,(2002-01-10)10 January 2002(age 22),"Fray Bentos, Uruguay",-33.13333,-58.3,1.89 m (6 ft 2 in),Defender
Serie A,Bologna,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,Riccardo Stivanello,https://en.wikipedia.org/wiki/Riccardo_Stivanello,On Loan,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,,(2004-04-24)24 April 2004(age 20),"Dolo, Italy",45.42694,12.07528,1.88 m (6 ft 2 in),Centre-back
Serie A,Bologna,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,Andri Baldursson,https://en.wikipedia.org/wiki/Andri_Baldursson,On Loan,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,Andri Fannar Baldursson,(2002-01-10)10 January 2002(age 22),"Kópavogur, Iceland",64.11083,-21.90944,1.87 m (6 ft 2 in),Midfielder
Serie A,Bologna,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,Gianmarco Cangiano,https://en.wikipedia.org/wiki/Gianmarco_Cangiano,On Loan,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,,(2001-11-16)16 November 2001(age 22),"Naples, Italy",40.83583,14.24861,1.76 m (5 ft 9 in)[1],Left winger
Serie A,Bologna,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,Orji Okwonkwo,https://en.wikipedia.org/wiki/Orji_Okwonkwo,On Loan,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,,(1998-01-19)19 January 1998(age 26)[1],"Benin City, Nigeria[2]",6.33333,5.62222,5 ft 8 in (1.73 m)[3],Striker
Serie A,Bologna,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,Antonio Raimondo,https://en.wikipedia.org/wiki/Antonio_Raimondo,On Loan,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/130px-Bologna_F.C._1909_logo.svg.png,,(2004-03-18)18 March 2004(age 20),"Ravenna, Italy",44.41611,12.20167,1.85 m (6 ft 1 in),Forward
Serie A,Cagliari,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,Tommaso Augello,https://en.wikipedia.org/wiki/Tommaso_Augello,First Team,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,,(1994-08-30)30 August 1994(age 30),"Milan, Italy",45.46694,9.19,1.80 m (5 ft 11 in)[1],"Left-back,defensive midfielder"
Serie A,Cagliari,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,Pantelis Hatzidiakos,https://en.wikipedia.org/wiki/Pantelis_Chatzidiakos,First Team,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,Panteleimon Chatzidiakos,(1997-01-18)18 January 1997(age 27),"Rhodes,Greece",36.433,28.217,1.85 m (6 ft 1 in),Centre back/Right back
Serie A,Cagliari,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,Sebastiano Luperto,https://en.wikipedia.org/wiki/Sebastiano_Luperto,First Team,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,,(1996-09-06)6 September 1996(age 27),"Lecce, Italy",40.35,18.167,1.91 m (6 ft 3 in)[1],Centre-back
Serie A,Cagliari,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,Michel Adopo,https://en.wikipedia.org/wiki/Michel_Ndary_Adopo,First Team,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,,(2000-07-19)19 July 2000(age 24),"Villeneuve-Saint-Georges, France",48.7325,2.4497,1.87 m (6 ft 2 in),Midfielder
Serie A,Cagliari,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,Gianluca Lapadula,https://en.wikipedia.org/wiki/Gianluca_Lapadula,First Team,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,Gianluca Lapadula Vargas[1],(1990-02-07)7 February 1990(age 34),"Turin, Italy",45.07917,7.67611,1.78 m (5 ft 10 in)[2],Striker
Serie A,Cagliari,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,Nicolas Viola,https://en.wikipedia.org/wiki/Nicolas_Viola,First Team,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,Benito Nicolas Viola,(1989-10-12)12 October 1989(age 34),"Oppido Mamertina, Italy",38.3,15.983,1.80 m (5 ft 11 in)[1],Central midfielder
Serie A,Cagliari,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,Alessandro Deiola,https://en.wikipedia.org/wiki/Alessandro_Deiola,First Team,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,,(1995-08-01)1 August 1995(age 29),"San Gavino Monreale, Italy",39.55,8.8,1.89 m (6 ft 2 in)[1],Defensive midfielder
Serie A,Cagliari,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,Matteo Prati,https://en.wikipedia.org/wiki/Matteo_Prati,First Team,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,Matteo Prati[1],(2003-12-28)28 December 2003(age 20)[1],Not Listed,,,1.85 m (6 ft 1 in)[1],Midfielder
Serie A,Cagliari,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,Răzvan Marin,https://en.wikipedia.org/wiki/R%C4%83zvan_Marin,First Team,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,Răzvan Gabriel Marin[1],(1996-05-23)23 May 1996(age 28),"Bucharest, Romania",44.4325,26.10389,1.78 m (5 ft 10 in)[2],Midfielder
Serie A,Cagliari,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,Nadir Zortea,https://en.wikipedia.org/wiki/Nadir_Zortea,First Team,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,,(1999-06-19)19 June 1999(age 25),"Feltre, Italy",46.01861,11.91,1.75 m (5 ft 9 in),Right-back
Serie A,Cagliari,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,Jakub Jankto,https://en.wikipedia.org/wiki/Jakub_Jankto,First Team,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,Jakub Jankto[1],(1996-01-19)19 January 1996(age 28),"Prague, Czech Republic",50.0875,14.42139,1.74 m (5 ft 9 in),"Midfielder,full-back"
Serie A,Cagliari,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,Simone Scuffet,https://en.wikipedia.org/wiki/Simone_Scuffet,First Team,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,Simone Scuffet,(1996-05-31)31 May 1996(age 28),"Udine, Italy",46.067,13.233,1.93 m (6 ft 4 in)[1],Goalkeeper
Serie A,Cagliari,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,Mateusz Wieteska,https://en.wikipedia.org/wiki/Mateusz_Wieteska,First Team,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,Mateusz Wieteska[1],(1997-02-11)11 February 1997(age 27),"Warsaw, Poland",52.23,21.01111,1.87 m (6 ft 2 in)[2],Centre-back
Serie A,Cagliari,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,José Luis Palomino,https://en.wikipedia.org/wiki/Jos%C3%A9_Luis_Palomino,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,,(1990-01-05)5 January 1990(age 34),"San Miguel de Tucumán, Argentina",-26.817,-65.217,1.88 m (6 ft 2 in)[1],Centre-back
Serie A,Cagliari,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,Yerry Mina,https://en.wikipedia.org/wiki/Yerry_Mina,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,Yerry Fernando Mina González[1],(1994-09-23)23 September 1994(age 29)[2],"Guachené, Colombia",3.133,-76.383,1.95 m (6 ft 5 in)[3],Centre-back
Serie A,Cagliari,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,Gabriele Zappa,https://en.wikipedia.org/wiki/Gabriele_Zappa,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,,(1999-12-22)22 December 1999(age 24),"Monza, Italy",45.58361,9.27361,1.83 m (6 ft 0 in)[1],Right-back
Serie A,Cagliari,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,Antoine Makoumbou,https://en.wikipedia.org/wiki/Antoine_Makoumbou,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,,(1998-07-18)18 July 1998(age 26),"Paris, France",48.85667,2.35222,1.87 m (6 ft 2 in)[1],Midfielder
Serie A,Cagliari,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,Leonardo Pavoletti,https://en.wikipedia.org/wiki/Leonardo_Pavoletti,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,,(1988-11-26)26 November 1988(age 35),"Livorno, Italy",43.55194,10.30833,1.88 m (6 ft 2 in)[1],Striker
Serie A,Cagliari,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,Adam Obert,https://en.wikipedia.org/wiki/Adam_Obert,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,,(2002-08-23)23 August 2002(age 22),"Bratislava, Slovakia",48.14389,17.10972,1.86 m (6 ft 1 in)[1],Centre-back
